type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Waypoint,100.0.9.0/24,warsaw,athens,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,warsaw,zagreb,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,warsaw,sofia,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,warsaw,ljubjana,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,lisbon,lisbon,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,london,london,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.9.0/24,london,dublin,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,london,lisbon,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,marseille,marseille,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.9.0/24,kiev,kiev,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.9.0/24,kiev,bucharest,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,budapest,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,istanbul,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,athens,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,zagreb,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,sofia,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.9.0/24,kiev,ljubjana,{rotterdam:FastEthernet0/0 (100.0.9.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,basel,basel,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.8.0/24,warsaw,warsaw,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.8.0/24,warsaw,kiev,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,lisbon,lisbon,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,london,london,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.8.0/24,london,dublin,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,london,lisbon,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,marseille,marseille,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.8.0/24,marseille,barcelona,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,marseille,lyon,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.8.0/24,kiev,kiev,{vienna:FastEthernet0/0 (100.0.8.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.7.0/24,basel,basel,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,warsaw,warsaw,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,lisbon,lisbon,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,london,london,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,london,dublin,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,london,lisbon,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,marseille,marseille,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,marseille,barcelona,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,marseille,lyon,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.7.0/24,kiev,kiev,{ljubjana:FastEthernet0/0 (100.0.7.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,basel,basel,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.6.0/24,basel,geneva,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,warsaw,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.6.0/24,warsaw,kiev,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,bucharest,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,budapest,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,istanbul,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,athens,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,zagreb,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,sofia,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,warsaw,ljubjana,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,lisbon,lisbon,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,london,london,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.6.0/24,london,dublin,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,london,lisbon,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,marseille,marseille,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.6.0/24,kiev,kiev,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.6.0/24,kiev,bucharest,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,budapest,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,istanbul,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,athens,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,zagreb,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,sofia,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.6.0/24,kiev,ljubjana,{luxembourg:FastEthernet0/0 (100.0.6.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,basel,basel,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.5.0/24,warsaw,warsaw,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.5.0/24,lisbon,lisbon,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,london,london,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.5.0/24,london,dublin,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,london,lisbon,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,marseille,marseille,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.5.0/24,marseille,barcelona,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,marseille,lyon,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.5.0/24,kiev,kiev,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.5.0/24,kiev,warsaw,{athens:FastEthernet0/0 (100.0.5.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,frankfurt,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,athens,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},athens,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,rotterdam,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,brussels,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},brussels,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,strasbourg,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,geneva,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},geneva,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,paris,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},paris,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,lyon,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},lyon,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,zurich,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},zurich,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,roma,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},roma,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,vaduz,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,milan,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},milan,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,vienna,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},vienna,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,bratislava,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,budapest,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},budapest,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,praha,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},praha,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,zagreb,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,sofia,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},sofia,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,ljubjana,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,marseille,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,barcelona,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,london,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,madrid,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},madrid,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,dublin,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,lisbon,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,luxembourg,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,warsaw,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,amsterdam,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,stockholm,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,basel,kiev,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,bucharest,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,basel,istanbul,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,warsaw,warsaw,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,warsaw,kiev,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,warsaw,bucharest,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,warsaw,istanbul,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,lisbon,lisbon,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,london,london,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,london,dublin,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,london,lisbon,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,marseille,marseille,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,marseille,barcelona,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,kiev,kiev,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.4.0/24,kiev,bucharest,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.4.0/24,kiev,istanbul,{basel:FastEthernet0/0 (100.0.4.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,basel,basel,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.3.0/24,warsaw,warsaw,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.3.0/24,warsaw,kiev,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,warsaw,bucharest,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,warsaw,istanbul,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,warsaw,athens,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,lisbon,lisbon,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,london,london,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.3.0/24,london,dublin,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,london,lisbon,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,marseille,marseille,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.3.0/24,marseille,milan,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,marseille,vienna,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,marseille,bratislava,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,kiev,kiev,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.3.0/24,kiev,bucharest,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,kiev,istanbul,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.3.0/24,kiev,athens,{paris:FastEthernet0/0 (100.0.3.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,basel,basel,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.2.0/24,warsaw,warsaw,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.2.0/24,warsaw,frankfurt,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,zurich,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,rotterdam,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,amsterdam,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,geneva,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,luxembourg,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,stockholm,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,brussels,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,strasbourg,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,basel,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,paris,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,madrid,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,london,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,dublin,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,lisbon,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,warsaw,vaduz,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,lisbon,lisbon,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,london,london,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.2.0/24,london,dublin,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,london,lisbon,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,marseille,marseille,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.2.0/24,marseille,barcelona,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,kiev,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.2.0/24,kiev,warsaw,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,frankfurt,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,zurich,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,rotterdam,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,amsterdam,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,geneva,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,luxembourg,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,stockholm,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,brussels,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,strasbourg,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.2.0/24,kiev,basel,{istanbul:FastEthernet0/0 (100.0.2.0/24)},{9},basel,PolicyStatus.HOLDSNOT
